0.15000000000000002	0
2.4577320267605895E-4	0
2.43299945984835E-4	0
2.3641053780636977E-4	0
2.3577969756261212E-4	0
2.3152786532886508E-4	0
2.2601591417745944E-4	0
2.2530174656834294E-4	0
1.9808496501417684E-4	0
1.9699119072008373E-4	0
1.9596898031246855E-4	0
1.9220136195620603E-4	0
1.911827741180831E-4	0
1.8770595164671527E-4	0
1.874896359599365E-4	0
1.8503256765301445E-4	0
1.8474585284957383E-4	0
1.8227390229695684E-4	0
1.8193987674113463E-4	0
1.8158007978682795E-4	0
1.804055282333687E-4	0
1.7774513958985878E-4	0
1.7634710014766304E-4	0
1.760569274919598E-4	0
1.702392302086998E-4	0
1.5965617900490648E-4	0
1.5486993085665E-4	0
1.5117492084669744E-4	0
1.5024417166549143E-4	0
1.498200021005523E-4	0
1.4865939707053394E-4	0
1.484896644420357E-4	0
1.4797813850009285E-4	0
1.4761528123780822E-4	0
1.4749619783005187E-4	0
1.4687064147977252E-4	0
1.4685862867548272E-4	0
1.4650698087307856E-4	0
1.4643836810995057E-4	0
1.464081721522424E-4	0
1.4555660814727554E-4	0
1.455528502842881E-4	0
1.4506705518197132E-4	0
1.4432290435015797E-4	0
1.4425954135559215E-4	0
1.4425954135559215E-4	0
1.4425954135559215E-4	0
1.4425954135559215E-4	0
1.4425954135559215E-4	0
1.4425954135559215E-4	0
1.4425954135559215E-4	0
1.4425954135559215E-4	0
1.4425954135559215E-4	0
1.4425954135559215E-4	0
1.422297530742538E-4	0
1.407753739697581E-4	0
1.4051119446938207E-4	0
1.386081316297663E-4	0
1.364876652056335E-4	0
1.3647570485510532E-4	0
1.3452375168625827E-4	0
1.3445138258743412E-4	0
1.2938463019949878E-4	0
1.2907881575711315E-4	0
1.288248973732235E-4	0
1.2876985986262342E-4	0
1.2868818026034697E-4	0
1.214059135146673E-4	0
1.2123620335559774E-4	0
1.2067938741038025E-4	0
1.2067745376659102E-4	0
1.2057472674678471E-4	0
1.1953757557685749E-4	0
1.1883989179287292E-4	0
1.1135481450533948E-4	0
1.06206599967241E-4	1
1.0477880701240591E-4	0
1.0283678536240849E-4	0
1.0266677304021575E-4	0
8.802202600070553E-5	0
8.491288627624519E-5	0
8.365543590385172E-5	0
8.33752590325178E-5	0
8.283530655483866E-5	0
8.266419859953227E-5	0
8.263466611320773E-5	0
7.488939167824048E-5	0
7.457066557376453E-5	0
7.455324664137378E-5	0
7.42769042170835E-5	0
7.371626408866952E-5	0
7.276443062705925E-5	0
7.009986328133786E-5	0
7.009986328133786E-5	0
5.6733760533667565E-5	0
5.61482559405975E-5	0
5.567774770551719E-5	0
5.4643997873207233E-5	0
5.451497622713308E-5	0
5.3540495738616714E-5	0
5.319289961781154E-5	0
5.3124356302482576E-5	1
5.2353756644919305E-5	0
5.2119509668319145E-5	0
5.2107022621341216E-5	0
5.1963112500152535E-5	0
5.1958119676284846E-5	0
5.0707264146775295E-5	0
4.2119784247015515E-5	0
4.133020820841231E-5	0
4.131044513053866E-5	0
4.123836131466369E-5	0
4.076935718297464E-5	0
4.0724517109760284E-5	0
4.065586259668849E-5	0
4.043815263894361E-5	0
4.018020133290285E-5	0
4.001917493243418E-5	0
3.9967539489453835E-5	0
3.9778390222838605E-5	0
3.9725714957944976E-5	0
3.9666376025380324E-5	0
3.95861808936851E-5	0
3.957055510425554E-5	0
3.946260580651333E-5	0
3.93598115279669E-5	0
3.861035162969147E-5	0
3.848430181265703E-5	0
3.835909769778616E-5	0
3.806019055017043E-5	0
3.781210262952461E-5	0
3.781210262952461E-5	0
3.781210262952461E-5	0
3.781210262952461E-5	0
3.781210262952461E-5	0
3.781210262952461E-5	0
3.781210262952461E-5	0
3.781210262952461E-5	0
3.781210262952461E-5	0
3.781210262952461E-5	0
3.781210262952461E-5	0
3.781210262952461E-5	0
3.781210262952461E-5	0
3.781210262952461E-5	0
3.781210262952461E-5	0
3.781210262952461E-5	0
3.781210262952461E-5	0
3.781210262952461E-5	0
3.781210262952461E-5	0
3.781210262952461E-5	0
3.781210262952461E-5	0
